,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,bedrooms_per_room,population_per_household,rooms_per_household,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY
9780,,,,,,,,3.4821,113700.0,0.21964856230031948,3.3089579524680075,4.577696526508227,1.0,0.0,0.0,0.0
9781,,,,,,,,2.9559,163200.0,0.23715203426124196,3.0344036697247705,4.284403669724771,1.0,0.0,0.0,0.0
9782,,,,,,,,2.6801,100000.0,0.23066424021838033,3.9262948207171315,4.378486055776892,1.0,0.0,0.0,0.0
9783,,,,,,,,3.9647,135000.0,0.18994114499732478,3.519578313253012,5.629518072289157,1.0,0.0,0.0,0.0
9784,,,,,,,,3.0526,146900.0,0.23557237464522232,2.2153846153846155,8.13076923076923,0.0,0.0,0.0,0.0
9785,,,,,,,,3.5547,200000.0,0.1827956989247312,7.149253731343284,5.552238805970149,0.0,0.0,0.0,0.0
9786,,,,,,,,3.3724,114600.0,0.2040948976275593,2.7593283582089554,5.740671641791045,1.0,0.0,0.0,0.0
9787,,,,,,,,2.4881,87500.0,0.20146137787056367,3.245222929936306,6.101910828025478,1.0,0.0,0.0,0.0
9788,,,,,,,,5.3245,250000.0,0.2109375,2.23728813559322,6.508474576271187,0.0,1.0,0.0,0.0
9789,,,,,,,,3.7083,210000.0,0.24211502782931354,2.2339181286549707,6.304093567251462,0.0,0.0,0.0,0.0
9790,,,,,,,,2.6094,362500.0,0.255741127348643,3.121693121693122,5.068783068783069,0.0,0.0,0.0,0.0
9791,,,,,,,,3.2375,450000.0,0.3774104683195592,1.9205607476635513,3.392523364485981,0.0,0.0,0.0,0.0
9792,,,,,,,,5.1506,387500.0,0.17586790012931464,1.9019123997532388,6.201727328809377,0.0,0.0,0.0,0.0
9793,,,,,,,,5.5469,378800.0,0.20790378006872853,2.434065934065934,4.7967032967032965,1.0,0.0,0.0,0.0
9794,,,,,,,,10.1854,426000.0,0.15424386040499785,2.3548387096774195,6.806451612903226,1.0,0.0,0.0,0.0
9795,,,,,,,,6.5234,357400.0,0.1684044233807267,3.0230414746543777,7.292626728110599,0.0,0.0,0.0,0.0
9796,,,,,,,,5.8142,500001.0,0.1618374558303887,2.427027027027027,7.648648648648648,0.0,0.0,0.0,0.0
9797,,,,,,,,4.174,394400.0,0.18711967545638944,2.297658862876254,6.595317725752508,0.0,0.0,0.0,0.0
9798,,,,,,,,5.7248,398800.0,0.15252377468910022,2.502808988764045,7.679775280898877,0.0,0.0,0.0,0.0
9799,,,,,,,,3.9792,468000.0,0.16663535600225438,2.2567567567567566,7.193243243243243,0.0,0.0,0.0,0.0
9800,,,,,,,,5.5164,369100.0,0.21139359698681734,1.8856304985337244,6.228739002932551,0.0,0.0,0.0,0.0
9801,,,,,,,,3.4048,487100.0,0.2145481263776635,1.6354166666666667,7.088541666666667,0.0,0.0,0.0,0.0
9802,,,,,,,,2.7039,364000.0,0.25093283582089554,1.7875894988066825,5.116945107398568,0.0,0.0,0.0,0.0
9803,,,,,,,,3.7852,465800.0,0.191324200913242,1.6333333333333333,7.3,0.0,0.0,0.0,0.0
9804,,,,,,,,3.6,452800.0,0.181740125930166,1.6698795180722892,8.419277108433734,0.0,0.0,0.0,0.0
9805,,,,,,,,3.275,500001.0,0.18463302752293578,1.8594249201277955,8.357827476038338,0.0,0.0,0.0,0.0
9806,,,,,,,,6.3835,407800.0,0.14400921658986174,2.9235294117647057,10.211764705882352,0.0,0.0,0.0,0.0
9807,,,,,,,,5.0621,386500.0,0.16038164470695138,2.1084745762711865,7.461016949152542,0.0,0.0,0.0,0.0
9808,,,,,,,,7.1198,469900.0,0.1598984771573604,1.8615023474178405,7.39906103286385,0.0,0.0,0.0,0.0
9809,,,,,,,,5.8505,417100.0,0.14916971573318322,2.512471655328798,8.056689342403628,0.0,0.0,0.0,0.0
9810,,,,,,,,6.777,500000.0,0.14111178985949907,2.442244224422442,8.103960396039604,0.0,0.0,0.0,0.0
9811,,,,,,,,14.4113,500001.0,0.12971772914684426,2.0996309963099633,11.634686346863468,0.0,0.0,0.0,0.0
9812,,,,,,,,4.0154,225700.0,0.19768451519536903,2.570135746606335,5.211161387631976,0.0,0.0,0.0,0.0
9813,,,,,,,,3.1543,253800.0,0.21633199464524766,2.474240422721268,4.933949801849406,0.0,0.0,0.0,0.0
9814,,,,,,,,3.725,278000.0,0.18502764780944278,2.4836448598130842,5.492990654205608,0.0,0.0,0.0,0.0
9815,,,,,,,,3.1359,268000.0,0.2171484888304862,1.9886731391585761,4.925566343042071,0.0,0.0,0.0,0.0
9816,,,,,,,,4.0313,253800.0,0.19907940161104717,2.4606060606060605,5.266666666666667,0.0,0.0,0.0,0.0
9817,,,,,,,,4.3281,236500.0,0.19507186858316222,2.226519337016575,5.3812154696132595,0.0,0.0,0.0,0.0
9818,,,,,,,,3.7614,241700.0,0.19080919080919082,2.3097826086956523,5.440217391304348,0.0,0.0,0.0,0.0
9819,,,,,,,,3.0379,249300.0,0.2214246272777471,2.528,4.8293333333333335,0.0,0.0,0.0,0.0
9820,,,,,,,,3.2865,240100.0,0.20964360587002095,2.242320819112628,4.8839590443686,1.0,0.0,0.0,0.0
9821,,,,,,,,2.6713,234600.0,0.2295271049596309,2.090909090909091,4.636363636363637,0.0,0.0,0.0,0.0
9822,,,,,,,,2.5625,235400.0,0.2148936170212766,2.0280701754385966,4.947368421052632,0.0,0.0,0.0,0.0
9823,,,,,,,,3.4327,254500.0,0.22115384615384615,2.204225352112676,5.126760563380282,0.0,0.0,0.0,0.0
9824,,,,,,,,2.475,258300.0,0.20975232198142416,2.1913043478260867,5.6173913043478265,1.0,0.0,0.0,0.0
9825,,,,,,,,3.3333,247900.0,0.23066298342541436,2.096774193548387,4.670967741935484,1.0,0.0,0.0,0.0
9826,,,,,,,,5.9175,240200.0,0.13665120202446226,2.8433734939759034,7.141566265060241,1.0,0.0,0.0,0.0
9827,,,,,,,,2.5263,286400.0,0.23181114551083593,1.7792792792792793,5.81981981981982,0.0,0.0,0.0,0.0
9828,,,,,,,,3.5865,290000.0,0.2902033271719039,1.6551724137931034,3.731034482758621,1.0,0.0,0.0,0.0
9829,,,,,,,,3.7454,243800.0,0.21885245901639344,1.8415094339622642,4.60377358490566,1.0,0.0,0.0,0.0
9830,,,,,,,,2.1776,279200.0,0.23745410036719705,2.0259067357512954,4.233160621761658,1.0,0.0,0.0,0.0
9831,,,,,,,,3.5147,313900.0,0.2139091137333668,2.033419023136247,5.119537275064268,0.0,0.0,0.0,0.0
9832,,,,,,,,3.1912,319800.0,0.19655172413793104,1.939209726443769,5.288753799392097,0.0,0.0,0.0,0.0
9833,,,,,,,,3.4943,311100.0,0.17936802973977695,2.2555555555555555,5.977777777777778,1.0,0.0,0.0,0.0
9834,,,,,,,,4.3571,287500.0,0.18875119161105816,2.33879781420765,5.73224043715847,0.0,0.0,0.0,0.0
9835,,,,,,,,3.4167,339100.0,0.19954389965792474,2.0773809523809526,5.220238095238095,1.0,0.0,0.0,0.0
9836,,,,,,,,3.0383,217300.0,0.302071973827699,1.8891050583657587,3.568093385214008,1.0,0.0,0.0,0.0
9837,,,,,,,,2.9309,217100.0,0.24237983587338804,2.0737812911725957,4.495388669301713,0.0,0.0,0.0,0.0
9838,,,,,,,,3.2952,234600.0,0.21669691470054447,2.7418772563176894,4.972924187725631,0.0,0.0,0.0,0.0
9839,,,,,,,,4.3,226400.0,0.21741815935762818,2.4156976744186047,4.7063953488372094,0.0,0.0,0.0,0.0
9840,,,,,,,,2.4922,243800.0,0.27375201288244766,2.303867403314917,3.430939226519337,0.0,0.0,0.0,0.0
9841,,,,,,,,2.4663,236500.0,0.2596685082872928,2.082901554404145,4.22020725388601,0.0,0.0,0.0,0.0
9842,,,,,,,,2.8727,225000.0,0.26371393742381144,2.05324459234609,4.0948419301164725,0.0,0.0,0.0,0.0
9843,,,,,,,,3.0625,260300.0,0.18319253001333927,2.2004662004662006,5.242424242424242,0.0,0.0,0.0,0.0
9844,,,,,,,,4.6182,301000.0,0.18966158423205653,2.2287581699346406,5.85838779956427,0.0,0.0,0.0,0.0
9845,,,,,,,,3.1977,289300.0,0.3039832285115304,1.7913486005089059,3.6412213740458017,0.0,0.0,0.0,0.0
9846,,,,,,,,4.6964,291300.0,0.16470009832841692,3.0,6.316770186335404,0.0,0.0,0.0,0.0
9847,,,,,,,,5.5519,329500.0,0.15738963531669867,2.7339901477832513,6.416256157635468,0.0,0.0,0.0,0.0
9848,,,,,,,,6.2323,339100.0,0.16531057749553482,2.363380281690141,7.097183098591549,0.0,0.0,0.0,0.0
9849,,,,,,,,2.7917,225000.0,0.26198083067092653,2.2466666666666666,4.173333333333333,1.0,0.0,0.0,0.0
9850,,,,,,,,1.2656,500000.0,0.3048780487804878,1.4335260115606936,3.791907514450867,1.0,0.0,0.0,0.0
9851,,,,,,,,2.5164,178100.0,0.28067025733093953,2.026666666666667,4.456,1.0,0.0,0.0,0.0
9852,,,,,,,,2.6894,179500.0,0.27716794731064764,1.8790322580645162,3.6733870967741935,1.0,0.0,0.0,0.0
9853,,,,,,,,3.1364,150000.0,0.34703703703703703,1.4005376344086022,3.629032258064516,0.0,0.0,0.0,0.0
9854,,,,,,,,6.918,500001.0,0.14285714285714285,2.2982456140350878,6.87719298245614,0.0,0.0,0.0,0.0
9855,,,,,,,,4.0432,450000.0,0.1773930753564155,3.8030973451327434,5.43141592920354,0.0,0.0,0.0,0.0
9856,,,,,,,,5.7578,347700.0,0.15650663297536324,2.793717277486911,6.630366492146597,1.0,0.0,0.0,0.0
9857,,,,,,,,6.9615,500001.0,0.1363036303630363,2.8292011019283745,8.347107438016529,1.0,0.0,0.0,0.0
9858,,,,,,,,4.2109,278800.0,0.24752475247524752,1.7916666666666667,4.208333333333333,1.0,0.0,0.0,0.0
9859,,,,,,,,3.038,195300.0,0.27298850574712646,2.53156146179402,3.46843853820598,1.0,0.0,0.0,0.0
9860,,,,,,,,2.9085,156300.0,0.2782058337919648,2.1646673936750274,3.9629225736095965,1.0,0.0,0.0,0.0
9861,,,,,,,,3.5568,191200.0,0.21788502484031227,2.182758620689655,4.858620689655172,1.0,0.0,0.0,0.0
9862,,,,,,,,2.5372,218000.0,0.29441411171776566,1.9180576631259485,3.6130500758725344,1.0,0.0,0.0,0.0
9863,,,,,,,,3.3156,186300.0,0.22783389450056116,2.4764150943396226,4.202830188679245,1.0,0.0,0.0,0.0
9864,,,,,,,,4.3269,221300.0,0.1902907580477674,2.3864942528735633,5.5344827586206895,1.0,0.0,0.0,0.0
9865,,,,,,,,3.0542,142100.0,0.22612533097969992,3.0327455919395465,4.756507136859781,1.0,0.0,0.0,0.0
9866,,,,,,,,4.3472,185000.0,0.1826783114992722,2.7869158878504674,5.136448598130841,1.0,0.0,0.0,0.0
9867,,,,,,,,2.5663,128900.0,0.2622329427980703,3.1404728789986094,4.036161335187761,1.0,0.0,0.0,0.0
9868,,,,,,,,3.4643,191800.0,0.23360378634212306,2.4264264264264264,4.441441441441442,1.0,0.0,0.0,0.0
9869,,,,,,,,2.2007,112800.0,0.27885952712100137,3.128301886792453,3.617610062893082,1.0,0.0,0.0,0.0
9870,,,,,,,,1.875,122300.0,0.26757990867579906,3.0784313725490198,4.294117647058823,1.0,0.0,0.0,0.0
9871,,,,,,,,3.8015,169100.0,0.1797291752154288,3.220720720720721,5.488738738738738,1.0,0.0,0.0,0.0
9872,,,,,,,,3.4531,133100.0,0.2119258662369057,3.431057563587684,4.983935742971887,1.0,0.0,0.0,0.0
9873,,,,,,,,3.2545,131200.0,0.20729537366548043,3.629139072847682,4.962472406181015,1.0,0.0,0.0,0.0
9874,,,,,,,,3.5,162400.0,0.19605173587474473,2.6690140845070425,5.172535211267606,1.0,0.0,0.0,0.0
9875,,,,,,,,2.7708,161800.0,0.22473178994918125,2.672680412371134,4.564432989690721,1.0,0.0,0.0,0.0
9876,,,,,,,,2.4864,140400.0,0.22848948374760994,2.94392523364486,4.88785046728972,1.0,0.0,0.0,0.0
9877,,,,,,,,1.3897,125000.0,1.8277310924369747,2.8507462686567164,3.5522388059701493,1.0,0.0,0.0,0.0
9878,,,,,,,,2.5313,108300.0,0.3224852071005917,2.31,3.38,1.0,0.0,0.0,0.0
9879,,,,,,,,2.225,150000.0,0.25,2.7,3.2,1.0,0.0,0.0,0.0
9880,,,,,,,,2.3087,118800.0,0.19753578324700402,4.696810259782966,5.364518250575468,1.0,0.0,0.0,0.0
9881,,,,,,,,3.0,162200.0,0.22806199743619623,3.213869772366331,4.542615140285865,1.0,0.0,0.0,0.0
9882,,,,,,,,3.0608,168300.0,0.21889467592592593,2.6075601374570447,4.750515463917526,1.0,0.0,0.0,0.0
9883,,,,,,,,5.4508,190000.0,0.1632571199358203,3.1004784688995217,5.964114832535885,1.0,0.0,0.0,0.0
9884,,,,,,,,3.4239,194800.0,0.2357492906886768,2.6503496503496504,4.518648018648019,1.0,0.0,0.0,0.0
9885,,,,,,,,3.512,174800.0,0.21133161642175427,2.742109314857583,5.081601231716705,1.0,0.0,0.0,0.0
9886,,,,,,,,1.0096,162500.0,0.375,1.8541666666666667,3.0,0.0,0.0,0.0,1.0
9887,,,,,,,,1.8287,146900.0,0.23957219251336898,1.5217391304347827,4.516908212560386,0.0,0.0,0.0,1.0
9888,,,,,,,,2.7619,154600.0,0.2427797833935018,1.9124087591240877,4.043795620437956,0.0,0.0,0.0,1.0
9889,,,,,,,,3.3542,154600.0,0.18351063829787234,2.284263959390863,5.725888324873097,0.0,0.0,0.0,1.0
9890,,,,,,,,1.6691,183300.0,0.23625922887612796,2.9929328621908127,4.307420494699647,0.0,0.0,0.0,1.0
9891,,,,,,,,2.2366,140200.0,0.27753934191702434,2.7389162561576357,3.4433497536945814,0.0,0.0,0.0,1.0
9892,,,,,,,,2.4398,163100.0,0.23064967360895244,2.488822652757079,4.794336810730253,0.0,0.0,0.0,1.0
9893,,,,,,,,2.9643,154000.0,0.20939420544337137,2.6909492273730686,5.02869757174393,0.0,0.0,0.0,1.0
9894,,,,,,,,2.6518,156100.0,0.18286371477860838,2.3846153846153846,5.573717948717949,0.0,0.0,0.0,1.0
9895,,,,,,,,3.6083,134200.0,0.1841421143847487,3.1330049261083746,5.684729064039409,0.0,0.0,0.0,1.0
9896,,,,,,,,6.5799,218100.0,0.1651186790505676,2.6777777777777776,5.383333333333334,0.0,0.0,0.0,1.0
9897,,,,,,,,2.8409,153000.0,0.21161825726141079,2.298305084745763,4.901694915254238,0.0,0.0,0.0,1.0
9898,,,,,,,,2.0134,142500.0,0.2889733840304182,1.8846153846153846,4.046153846153846,0.0,0.0,0.0,1.0
9899,,,,,,,,1.9875,325000.0,0.21092278719397364,1.7375,6.6375,0.0,0.0,0.0,1.0
9900,,,,,,,,3.3021,152700.0,0.2054263565891473,2.697674418604651,5.0,0.0,0.0,0.0,1.0
9901,,,,,,,,4.5,158300.0,0.1773225008830802,2.9065606361829026,5.6282306163021865,0.0,0.0,0.0,1.0
9902,,,,,,,,2.6618,136200.0,0.258974358974359,2.5364238410596025,3.8741721854304636,0.0,0.0,0.0,1.0
9903,,,,,,,,5.2444,281100.0,0.15582115980522354,2.6547085201793723,6.753363228699552,0.0,0.0,0.0,1.0
9904,,,,,,,,1.9946,206800.0,0.2517758484609313,1.835016835016835,4.265993265993266,0.0,0.0,0.0,1.0
9905,,,,,,,,2.9054,155200.0,0.19438943894389438,2.359106529209622,5.206185567010309,0.0,0.0,0.0,1.0
9906,,,,,,,,3.4543,194500.0,0.2180516380993708,2.388541666666667,4.801041666666666,0.0,0.0,0.0,1.0
9907,,,,,,,,2.7667,153200.0,0.23028756957328386,2.480728051391863,4.616702355460386,0.0,0.0,0.0,1.0
9908,,,,,,,,2.5035,153200.0,0.23557925351429956,2.2717391304347827,4.484782608695652,0.0,0.0,0.0,1.0
9909,,,,,,,,3.455,137500.0,0.21981079577072898,2.8550368550368552,4.415233415233415,0.0,0.0,0.0,1.0
9910,,,,,,,,2.7325,162900.0,0.20397807996752587,2.7615230460921842,4.93687374749499,0.0,0.0,0.0,1.0
9911,,,,,,,,1.76,166700.0,0.3103448275862069,2.1818181818181817,2.6363636363636362,0.0,0.0,0.0,1.0
9912,,,,,,,,2.2721,139800.0,0.24520325203252033,2.2614107883817427,4.253112033195021,0.0,0.0,0.0,1.0
9913,,,,,,,,2.6346,139800.0,0.2192411924119241,2.6114130434782608,5.013586956521739,0.0,0.0,0.0,1.0
9914,,,,,,,,4.5293,210400.0,0.16336278958681633,3.0198347107438015,6.920661157024793,0.0,0.0,0.0,1.0
9915,,,,,,,,3.6042,183300.0,0.17898022892819979,3.073099415204678,5.619883040935672,0.0,0.0,0.0,1.0
9916,,,,,,,,4.1862,183600.0,0.20164522252689307,2.3866822429906542,5.538551401869159,0.0,0.0,0.0,1.0
9917,,,,,,,,4.0132,174700.0,0.15730858468677494,2.6191780821917807,5.904109589041096,0.0,0.0,0.0,1.0
9918,,,,,,,,3.7045,161500.0,0.17092976045473002,2.6559139784946235,5.296774193548387,0.0,0.0,0.0,1.0
9919,,,,,,,,5.0877,209300.0,0.13866039952996476,3.008130081300813,6.91869918699187,0.0,0.0,0.0,1.0
9920,,,,,,,,5.3017,202600.0,0.14657062323833386,3.0586854460093895,7.495305164319249,0.0,0.0,0.0,1.0
9921,,,,,,,,5.8002,238700.0,0.14271047227926079,2.762443438914027,6.610859728506787,0.0,0.0,0.0,1.0
9922,,,,,,,,4.0878,164400.0,0.21264599275070478,3.0040650406504064,5.046747967479675,0.0,0.0,0.0,1.0
9923,,,,,,,,3.285,138100.0,0.1906429822366775,2.950213371266003,5.685633001422475,0.0,0.0,0.0,1.0
9924,,,,,,,,5.0,175200.0,0.1837638376383764,2.9731404958677685,5.599173553719008,0.0,0.0,0.0,1.0
9925,,,,,,,,6.1953,258900.0,0.13971673059899675,2.7297830374753453,6.684418145956608,0.0,0.0,0.0,1.0
9926,,,,,,,,3.9,187300.0,0.19057429822302344,2.4275147928994083,5.744082840236686,0.0,0.0,0.0,1.0
9927,,,,,,,,3.8796,175500.0,0.17772603802871556,2.621923937360179,5.76510067114094,0.0,0.0,0.0,1.0
9928,,,,,,,,3.6039,126000.0,0.21799536883890175,2.7229832572298327,4.601217656012176,0.0,0.0,0.0,1.0
9929,,,,,,,,2.3787,177900.0,0.22153080273802117,2.3693181818181817,4.565340909090909,0.0,0.0,0.0,1.0
9930,,,,,,,,5.3351,269900.0,0.14092064388590794,3.4357298474945535,7.714596949891067,0.0,0.0,0.0,1.0
9931,,,,,,,,2.4728,139700.0,0.24259362772498602,2.7964824120603016,4.494974874371859,0.0,0.0,0.0,1.0
9932,,,,,,,,3.0404,142100.0,0.25102880658436216,2.5588972431077694,4.2631578947368425,0.0,0.0,0.0,1.0
9933,,,,,,,,3.3977,158700.0,0.19350887936313532,3.1466666666666665,5.443333333333333,0.0,0.0,0.0,1.0
9934,,,,,,,,4.3585,194400.0,0.16247139588100687,2.5841584158415842,5.768976897689769,0.0,0.0,0.0,1.0
9935,,,,,,,,3.6389,130200.0,0.25023786869647957,1.8346774193548387,4.237903225806452,0.0,0.0,0.0,1.0
9936,,,,,,,,3.7188,163400.0,0.2480270574971815,2.111587982832618,5.075822603719599,0.0,0.0,0.0,1.0
9937,,,,,,,,4.4861,269300.0,0.16496465043205027,3.0662983425414363,7.033149171270718,0.0,0.0,0.0,1.0
9938,,,,,,,,4.9167,187500.0,0.16901408450704225,2.757575757575758,6.454545454545454,0.0,0.0,0.0,1.0
9939,,,,,,,,7.5197,275000.0,0.16981132075471697,1.6,4.24,0.0,0.0,0.0,1.0
9940,,,,,,,,4.7472,148600.0,0.17820240622788394,3.1646191646191646,5.7862407862407865,0.0,0.0,0.0,1.0
9941,,,,,,,,4.2955,121300.0,0.17609254498714652,2.985294117647059,5.720588235294118,0.0,0.0,0.0,1.0
9942,,,,,,,,1.8942,216700.0,1.2428571428571429,3.125,4.861111111111111,0.0,0.0,0.0,1.0
9943,,,,,,,,2.9375,106700.0,0.21170666068625252,2.0405405405405403,5.021396396396397,0.0,0.0,0.0,1.0
9944,,,,,,,,4.0337,130400.0,0.17288732394366196,3.40343347639485,6.094420600858369,0.0,0.0,0.0,1.0
9945,,,,,,,,6.8,240800.0,0.17917448405253283,2.4723926380368098,6.539877300613497,1.0,0.0,0.0,0.0
9946,,,,,,,,4.825,195100.0,0.15578158458244112,2.6901408450704225,6.577464788732394,0.0,0.0,0.0,1.0
9947,,,,,,,,5.6304,243100.0,0.14912985274431056,2.886756238003839,7.1689059500959695,0.0,0.0,0.0,1.0
9948,,,,,,,,4.625,228600.0,0.1834407535944472,2.7748538011695905,5.89766081871345,0.0,0.0,0.0,1.0
9949,,,,,,,,3.5781,242500.0,0.19389204545454544,2.452830188679245,6.6415094339622645,1.0,0.0,0.0,0.0
9950,,,,,,,,4.5694,287500.0,0.16568627450980392,3.073170731707317,6.219512195121951,0.0,1.0,0.0,0.0
9951,,,,,,,,2.5685,267600.0,0.2085473597698788,1.6995073891625616,4.7950738916256155,0.0,1.0,0.0,0.0
9952,,,,,,,,5.5718,185200.0,0.15712650257584432,3.0924214417744915,6.458410351201478,0.0,1.0,0.0,0.0
9953,,,,,,,,3.7067,175000.0,0.22123893805309736,2.616216216216216,4.886486486486486,0.0,1.0,0.0,0.0
9954,,,,,,,,2.2536,201200.0,0.20103092783505155,1.796,5.432,0.0,1.0,0.0,0.0
9955,,,,,,,,6.0266,216700.0,0.16707616707616707,2.8688524590163933,6.672131147540983,0.0,1.0,0.0,0.0
9956,,,,,,,,5.5266,331300.0,0.1531615925058548,2.7157190635451505,7.1404682274247495,0.0,1.0,0.0,0.0
9957,,,,,,,,4.7833,361100.0,0.16798418972332016,2.7313915857605178,6.550161812297735,0.0,1.0,0.0,0.0
9958,,,,,,,,6.3427,304800.0,0.14681107099879662,2.4954128440366974,7.623853211009174,0.0,1.0,0.0,0.0
9959,,,,,,,,3.6389,304000.0,0.17823639774859287,2.3908045977011496,6.126436781609195,0.0,0.0,0.0,1.0
9960,,,,,,,,6.9931,398800.0,0.18890719384953322,1.9497206703910615,10.1731843575419,0.0,1.0,0.0,0.0
9961,,,,,,,,5.815,339200.0,0.154296875,2.9213483146067416,7.670411985018727,0.0,0.0,0.0,1.0
9962,,,,,,,,5.5368,325900.0,0.16686046511627908,2.8640595903165735,6.405959031657356,0.0,0.0,0.0,1.0
9963,,,,,,,,6.1089,280800.0,0.15531475748194015,2.887719298245614,6.8,0.0,0.0,0.0,1.0
9964,,,,,,,,4.875,336700.0,0.19233903830480847,2.6473429951690823,5.927536231884058,0.0,1.0,0.0,0.0
9965,,,,,,,,4.6379,348200.0,0.1742756804214223,2.375776397515528,7.074534161490683,0.0,1.0,0.0,0.0
9966,,,,,,,,4.635,248500.0,0.18332022029897718,2.6166666666666667,6.052380952380952,0.0,1.0,0.0,0.0
9967,,,,,,,,3.5506,187500.0,0.2074788902291918,1.94831013916501,4.944333996023857,0.0,1.0,0.0,0.0
9968,,,,,,,,3.4904,196900.0,0.2101293103448276,2.244565217391304,5.043478260869565,0.0,1.0,0.0,0.0
9969,,,,,,,,3.1312,247600.0,0.19878603945371776,2.185840707964602,5.831858407079646,0.0,1.0,0.0,0.0
9970,,,,,,,,4.3125,276500.0,0.14266972777959988,2.931662870159453,6.945330296127563,0.0,1.0,0.0,0.0
9971,,,,,,,,4.1993,214500.0,0.1894112277498859,2.656509695290859,6.069252077562327,0.0,1.0,0.0,0.0
9972,,,,,,,,1.9441,184400.0,0.25983037779491136,1.955128205128205,4.157051282051282,0.0,1.0,0.0,0.0
9973,,,,,,,,3.6118,248400.0,0.16599655370476737,2.4415584415584415,7.536796536796537,0.0,1.0,0.0,0.0
9974,,,,,,,,3.6429,159700.0,0.18562589243217514,6.030555555555556,5.836111111111111,0.0,1.0,0.0,0.0
9975,,,,,,,,3.0938,189400.0,0.19189511323003575,2.853448275862069,5.424568965517241,0.0,1.0,0.0,0.0
9976,,,,,,,,5.3698,303300.0,0.19498069498069498,3.036082474226804,5.34020618556701,0.0,1.0,0.0,0.0
9977,,,,,,,,4.2096,256600.0,0.18914646996838777,2.861764705882353,5.58235294117647,0.0,1.0,0.0,0.0
9978,,,,,,,,3.6641,275800.0,0.19077809798270892,2.540453074433657,5.614886731391586,0.0,1.0,0.0,0.0
9979,,,,,,,,3.1563,98400.0,0.19137466307277629,2.8823529411764706,6.235294117647059,0.0,1.0,0.0,0.0
9980,,,,,,,,2.1979,152800.0,0.20235756385068762,1.904109589041096,6.972602739726027,0.0,1.0,0.0,0.0
9981,,,,,,,,4.4,142500.0,0.20206489675516223,3.262135922330097,6.58252427184466,0.0,1.0,0.0,0.0
9982,,,,,,,,3.3393,146900.0,0.2099827882960413,2.481060606060606,6.6022727272727275,0.0,1.0,0.0,0.0
9983,,,,,,,,3.4539,300000.0,0.18826979472140762,2.7984189723320156,6.739130434782608,0.0,1.0,0.0,0.0
9984,,,,,,,,4.65,245000.0,0.18151340996168583,2.460750853242321,7.126279863481229,1.0,0.0,0.0,0.0
9985,,,,,,,,1.9925,225000.0,0.242918867018723,1.9014373716632444,4.277207392197125,0.0,1.0,0.0,0.0
9986,,,,,,,,3.5208,195800.0,0.21146085552865213,2.1910569105691056,5.036585365853658,0.0,1.0,0.0,0.0
9987,,,,,,,,2.3942,183100.0,0.23393316195372751,2.785971223021583,4.89748201438849,0.0,1.0,0.0,0.0
9988,,,,,,,,3.7585,185700.0,0.200373034905409,2.1766467065868262,5.618263473053892,1.0,0.0,0.0,0.0
9989,,,,,,,,2.4726,143400.0,0.1931751611013474,2.2776934749620636,5.180576631259484,0.0,1.0,0.0,0.0
9990,,,,,,,,2.8864,143100.0,0.18370607028753994,2.983277591973244,6.280936454849498,0.0,1.0,0.0,0.0
9991,,,,,,,,2.5887,144400.0,0.1945945945945946,2.8803827751196174,5.311004784688995,0.0,1.0,0.0,0.0
9992,,,,,,,,2.3062,138800.0,0.197,2.6736842105263157,5.2631578947368425,0.0,1.0,0.0,0.0
9993,,,,,,,,3.6563,163500.0,0.19212410501193317,2.732394366197183,5.901408450704225,0.0,1.0,0.0,0.0
9994,,,,,,,,4.4375,185100.0,0.1622592229840026,2.3037475345167655,6.041420118343195,0.0,1.0,0.0,0.0
9995,,,,,,,,4.0775,164500.0,0.16698534098151688,2.4951076320939336,6.140900195694717,0.0,1.0,0.0,0.0
9996,,,,,,,,4.0848,155900.0,0.17193635048563752,2.594488188976378,6.350393700787402,0.0,1.0,0.0,0.0
9997,,,,,,,,3.6333,170200.0,0.15287314781351644,2.992146596858639,7.2434554973821985,0.0,1.0,0.0,0.0
9998,,,,,,,,3.463,201700.0,0.18327526132404182,2.8980044345898004,6.363636363636363,0.0,1.0,0.0,0.0
9999,,,,,,,,3.0781,162500.0,0.19134396355353075,3.075,5.4875,0.0,1.0,0.0,0.0
10000,,,,,,,,4.2031,209600.0,0.14953779227841218,2.785185185185185,6.811111111111111,0.0,1.0,0.0,0.0
10001,,,,,,,,3.6087,182100.0,0.1715388858246001,2.8815331010452963,6.317073170731708,0.0,1.0,0.0,0.0
10002,,,,,,,,4.5042,206400.0,0.15669755686604886,2.6546546546546548,7.129129129129129,0.0,1.0,0.0,0.0
10003,,,,,,,,3.9185,195200.0,0.16373333333333334,2.8480565371024733,6.625441696113074,0.0,1.0,0.0,0.0
10004,,,,,,,,4.2802,194800.0,0.1689884918231375,2.425287356321839,6.325670498084291,0.0,1.0,0.0,0.0
10005,,,,,,,,5.5161,361900.0,0.14357178589294647,2.3780487804878048,8.126016260162602,0.0,1.0,0.0,0.0
